Threadname, Grad_Real, Grad_User, Grad_Sys, Coord_Real, Coord_User, Coord_Sys
Thread0, 0.119819, 0.024808, 0.103244, 0.123228, 0.018971, 0.111996
Thread1, 0.175257, 0.014482, 0.163959, 0.191668, 0.024608, 0.172083
Thread2, 0.199172, 0.020132, 0.198522, 0.217330, 0.029957, 0.172041
Thread3, 0.203618, 0.012008, 0.206002, 0.234703, 0.045896, 0.199955
Thread4, 0.213053, 0.019028, 0.197736, 0.263956, 0.072819, 0.182773
Thread5, 0.159429, 0.019938, 0.136917, 0.185120, 0.052969, 0.121089
Thread6, 0.211241, 0.015056, 0.166244, 0.258369, 0.067902, 0.203583
Thread7, 0.210668, 0.020952, 0.198873, 0.263965, 0.054960, 0.187395
Thread8, 0.213641, 0.016068, 0.217237, 0.263236, 0.077886, 0.161013
Thread9, 0.206516, 0.016123, 0.160876, 0.249126, 0.056833, 0.188187
Thread10, 0.213825, 0.015012, 0.198764, 0.233186, 0.042969, 0.203067
Thread11, 0.208027, 0.015988, 0.172717, 0.234453, 0.060942, 0.200432
Thread12, 0.207764, 0.021994, 0.165645, 0.249666, 0.053802, 0.198184
Thread13, 0.201247, 0.025049, 0.187605, 0.240759, 0.040630, 0.189146
Thread14, 0.210926, 0.018888, 0.194353, 0.254506, 0.074823, 0.178190
Thread15, 0.212726, 0.021268, 0.191708, 0.242211, 0.051468, 0.212008
Thread16, 0.210019, 0.021981, 0.207735, 0.237011, 0.053825, 0.196777
Thread17, 0.211959, 0.018270, 0.193164, 0.244067, 0.058541, 0.189294
Thread18, 0.216089, 0.019970, 0.196358, 0.245009, 0.060822, 0.183094
Thread19, 0.208475, 0.017929, 0.185175, 0.241200, 0.044551, 0.181048
Thread20, 0.218402, 0.018978, 0.192198, 0.242512, 0.045024, 0.223945
Thread21, 0.209697, 0.018122, 0.188246, 0.262772, 0.071455, 0.187119
Thread22, 0.216488, 0.022262, 0.178858, 0.247843, 0.055335, 0.197570
Thread23, 0.206977, 0.013961, 0.194978, 0.249370, 0.058973, 0.194255
Thread24, 0.126846, 0.029992, 0.080011, 0.114798, 0.021741, 0.087428
Thread25, 0.198963, 0.020306, 0.167683, 0.246065, 0.067078, 0.179885
Thread26, 0.119587, 0.016035, 0.105721, 0.123288, 0.023743, 0.095197
Thread27, 0.228257, 0.014992, 0.163011, 0.245575, 0.053648, 0.206282
Thread28, 0.195292, 0.011971, 0.185702, 0.225461, 0.040003, 0.195850
Thread29, 0.132046, 0.011000, 0.093987, 0.136793, 0.027937, 0.101279
Thread30, 0.215374, 0.015004, 0.164988, 0.234512, 0.054953, 0.181199
Thread31, 0.193699, 0.016019, 0.163002, 0.226783, 0.060932, 0.177350
Thread32, 0.117473, 0.016072, 0.089997, 0.133930, 0.018939, 0.102048
Thread33, 0.191582, 0.015326, 0.195796, 0.228876, 0.046595, 0.166758
Thread34, 0.117407, 0.011031, 0.096896, 0.120608, 0.019761, 0.093205
