Threadname, Grad_Real, Grad_User, Grad_Sys, Coord_Real, Coord_User, Coord_Sys
Thread0, 0.325412, 0.026043, 0.287378, 0.327193, 0.035914, 0.294683
Thread1, 0.335518, 0.025986, 0.322207, 0.333905, 0.031993, 0.283949
Thread2, 0.322847, 0.019848, 0.295692, 0.330472, 0.022979, 0.313874
Thread3, 0.334678, 0.028336, 0.312925, 0.344016, 0.041632, 0.308308
Thread4, 0.333871, 0.022162, 0.301630, 0.333540, 0.037828, 0.328752
Thread5, 0.335271, 0.028045, 0.311203, 0.331805, 0.031890, 0.309084
Thread6, 0.332502, 0.036964, 0.323103, 0.337577, 0.037995, 0.291465
Thread7, 0.331601, 0.025763, 0.312090, 0.333721, 0.033238, 0.271012
Thread8, 0.322928, 0.021939, 0.276373, 0.322185, 0.042878, 0.291721
Thread9, 0.333218, 0.022050, 0.311158, 0.331767, 0.032697, 0.317124
Thread10, 0.320082, 0.038765, 0.284331, 0.325303, 0.028157, 0.298958
Thread11, 0.330410, 0.032044, 0.285969, 0.334500, 0.026006, 0.305327
Thread12, 0.321206, 0.029019, 0.295162, 0.325708, 0.035863, 0.291954
Thread13, 0.333138, 0.023776, 0.349342, 0.338998, 0.044970, 0.295822
Thread14, 0.322186, 0.028911, 0.297761, 0.327733, 0.034895, 0.298215
Thread15, 0.322280, 0.027985, 0.309669, 0.326730, 0.032198, 0.307766
Thread16, 0.331686, 0.017393, 0.294913, 0.333002, 0.027929, 0.293853
Thread17, 0.319694, 0.038965, 0.270527, 0.313982, 0.044967, 0.254987
Thread18, 0.311668, 0.023188, 0.295344, 0.315881, 0.033639, 0.274350
