Threadname, Grad_Real, Grad_User, Grad_Sys, Coord_Real, Coord_User, Coord_Sys
Thread0, 0.272956, 0.022023, 0.249458, 0.303348, 0.031556, 0.254860
Thread1, 0.220829, 0.027746, 0.189871, 0.225460, 0.028713, 0.195847
Thread2, 0.271610, 0.020981, 0.248696, 0.295462, 0.037852, 0.267380
Thread3, 0.272759, 0.021103, 0.260000, 0.295690, 0.054957, 0.246913
Thread4, 0.270856, 0.026078, 0.241533, 0.318476, 0.063667, 0.240208
Thread5, 0.271189, 0.023011, 0.263691, 0.317805, 0.086724, 0.240291
Thread6, 0.265567, 0.016994, 0.207871, 0.290699, 0.043869, 0.254981
Thread7, 0.273040, 0.019030, 0.239930, 0.304082, 0.064866, 0.247598
Thread8, 0.268444, 0.021010, 0.251763, 0.302585, 0.052924, 0.233638
Thread9, 0.270505, 0.021802, 0.249290, 0.293965, 0.036969, 0.240520
Thread10, 0.271451, 0.021919, 0.247690, 0.287146, 0.046891, 0.242302
Thread11, 0.267616, 0.013045, 0.251606, 0.294899, 0.034691, 0.240392
Thread12, 0.274480, 0.017116, 0.252565, 0.287884, 0.044915, 0.257296
Thread13, 0.268859, 0.020057, 0.257066, 0.306574, 0.068869, 0.244706
Thread14, 0.220979, 0.015092, 0.188868, 0.224947, 0.021760, 0.212011
Thread15, 0.268952, 0.021083, 0.227348, 0.305521, 0.059734, 0.265903
Thread16, 0.222527, 0.018012, 0.211737, 0.225597, 0.019038, 0.198991
Thread17, 0.267527, 0.020965, 0.220353, 0.286435, 0.040993, 0.242103
Thread18, 0.268599, 0.014013, 0.241083, 0.306123, 0.051771, 0.241497
Thread19, 0.222158, 0.021938, 0.192032, 0.225352, 0.024956, 0.203987
Thread20, 0.272787, 0.030930, 0.252026, 0.294961, 0.046976, 0.238153
Thread21, 0.221516, 0.019979, 0.208790, 0.225053, 0.021990, 0.194126
Thread22, 0.268819, 0.020058, 0.242601, 0.300042, 0.039947, 0.269168
Thread23, 0.221214, 0.018110, 0.200948, 0.226181, 0.018998, 0.213302
Thread24, 0.267789, 0.014000, 0.230962, 0.296187, 0.053868, 0.246702
Thread25, 0.222616, 0.014989, 0.202617, 0.224624, 0.018978, 0.224777
Thread26, 0.237265, 0.019693, 0.234174, 0.243875, 0.020034, 0.211730
Thread27, 0.263133, 0.015029, 0.266699, 0.307852, 0.054617, 0.234432
Thread28, 0.220898, 0.018954, 0.177039, 0.225488, 0.020922, 0.217583
Thread29, 0.260943, 0.015980, 0.226210, 0.279012, 0.042974, 0.251558
Thread30, 0.221290, 0.014948, 0.209058, 0.223815, 0.020992, 0.201186
