Threadname, Grad_Real, Grad_User, Grad_Sys, Coord_Real, Coord_User, Coord_Sys
Thread0, 0.311341, 0.019009, 0.301727, 0.314111, 0.021017, 0.300922
Thread1, 0.322008, 0.019932, 0.314374, 0.328711, 0.031970, 0.279947
Thread2, 0.321157, 0.022053, 0.285944, 0.320303, 0.021025, 0.304982
Thread3, 0.319076, 0.015997, 0.299014, 0.325438, 0.028927, 0.312040
Thread4, 0.321059, 0.024041, 0.277898, 0.329830, 0.041991, 0.319831
Thread5, 0.320500, 0.020173, 0.291453, 0.329702, 0.046218, 0.289463
Thread6, 0.311586, 0.021864, 0.276115, 0.313431, 0.025005, 0.301035
Thread7, 0.320177, 0.021902, 0.300993, 0.320239, 0.022006, 0.313893
Thread8, 0.310399, 0.021993, 0.258916, 0.314058, 0.021890, 0.287283
Thread9, 0.334986, 0.019059, 0.303245, 0.339317, 0.035188, 0.318701
Thread10, 0.314513, 0.019020, 0.315909, 0.321359, 0.014742, 0.295737
Thread11, 0.316621, 0.020835, 0.297049, 0.327393, 0.044973, 0.284375
Thread12, 0.316069, 0.023737, 0.294169, 0.325197, 0.034049, 0.275830
Thread13, 0.335335, 0.018984, 0.337046, 0.336068, 0.022966, 0.309286
Thread14, 0.337071, 0.017057, 0.269862, 0.335383, 0.019078, 0.340988
Thread15, 0.334766, 0.028017, 0.321134, 0.337483, 0.040983, 0.303988
Thread16, 0.337539, 0.024053, 0.324198, 0.330058, 0.016029, 0.281913
Thread17, 0.333392, 0.011019, 0.314018, 0.332192, 0.022985, 0.307206
Thread18, 0.335380, 0.022097, 0.289930, 0.334917, 0.026144, 0.298821
Thread19, 0.336102, 0.015289, 0.321646, 0.329556, 0.020036, 0.289831
Thread20, 0.335126, 0.022960, 0.289892, 0.331190, 0.023985, 0.287933
Thread21, 0.333489, 0.021980, 0.312994, 0.336790, 0.030066, 0.327907
Thread22, 0.331602, 0.016904, 0.312955, 0.333301, 0.022034, 0.315891
Thread23, 0.332123, 0.020984, 0.281067, 0.332610, 0.020067, 0.327959
Thread24, 0.334573, 0.016091, 0.327808, 0.331635, 0.020135, 0.294907
Thread25, 0.333419, 0.013995, 0.331007, 0.332061, 0.022989, 0.300790
Thread26, 0.332996, 0.021025, 0.307657, 0.334910, 0.018029, 0.326919
Thread27, 0.332032, 0.023974, 0.288018, 0.332330, 0.021004, 0.325930
