Threadname, Grad_Real, Grad_User, Grad_Sys, Coord_Real, Coord_User, Coord_Sys
Thread0, 0.180713, 0.056029, 0.127952, 0.198189, 0.064074, 0.122847
Thread1, 0.166153, 0.053128, 0.106851, 0.174423, 0.065397, 0.100586
Thread2, 0.178203, 0.052051, 0.113955, 0.199105, 0.063250, 0.125997
Thread3, 0.159445, 0.057516, 0.097514, 0.173089, 0.060093, 0.103776
Thread4, 0.184603, 0.053842, 0.105984, 0.197726, 0.072773, 0.135268
Thread5, 0.168877, 0.058721, 0.114276, 0.186673, 0.066969, 0.114263
Thread6, 0.179070, 0.054957, 0.126942, 0.194377, 0.064996, 0.135036
Thread7, 0.180154, 0.049334, 0.104732, 0.195071, 0.076041, 0.125955
Thread8, 0.180903, 0.054807, 0.105172, 0.194365, 0.071027, 0.134874
Thread9, 0.181694, 0.061183, 0.123872, 0.195046, 0.058003, 0.135950
Thread10, 0.180660, 0.055920, 0.134007, 0.200990, 0.061364, 0.126671
