Threadname, Grad_Real, Grad_User, Grad_Sys, Coord_Real, Coord_User, Coord_Sys
Thread0, 0.175341, 0.028952, 0.167038, 0.203484, 0.057669, 0.140325
Thread1, 0.126731, 0.024130, 0.117938, 0.135553, 0.021621, 0.118584
Thread2, 0.179648, 0.023787, 0.164851, 0.205651, 0.056138, 0.151243
Thread3, 0.126707, 0.023531, 0.095563, 0.129647, 0.026962, 0.088952
Thread4, 0.177433, 0.031175, 0.150887, 0.204854, 0.061290, 0.161085
Thread5, 0.169493, 0.026180, 0.172824, 0.188205, 0.044506, 0.133527
Thread6, 0.176785, 0.020963, 0.161870, 0.200288, 0.039827, 0.142105
Thread7, 0.174755, 0.027279, 0.126753, 0.198587, 0.044773, 0.135720
Thread8, 0.174330, 0.022551, 0.155289, 0.195183, 0.050151, 0.152930
Thread9, 0.174403, 0.027264, 0.136649, 0.199687, 0.055292, 0.161740
Thread10, 0.165684, 0.025997, 0.147757, 0.188771, 0.046828, 0.140165
Thread11, 0.166177, 0.028013, 0.146987, 0.187837, 0.037767, 0.155077
Thread12, 0.165441, 0.022886, 0.151084, 0.180279, 0.037143, 0.135927
Thread13, 0.176694, 0.026215, 0.145872, 0.206002, 0.056867, 0.147126
Thread14, 0.124854, 0.024927, 0.094990, 0.129138, 0.028979, 0.095992
Thread15, 0.172164, 0.019921, 0.159049, 0.193687, 0.047880, 0.139606
Thread16, 0.175384, 0.025842, 0.155893, 0.193452, 0.046180, 0.136908
Thread17, 0.148383, 0.020020, 0.133963, 0.160342, 0.029043, 0.118592
Thread18, 0.172278, 0.034833, 0.159667, 0.194918, 0.037121, 0.141094
Thread19, 0.122432, 0.016676, 0.114905, 0.127601, 0.024170, 0.092905
Thread20, 0.175824, 0.029117, 0.162614, 0.195208, 0.046246, 0.116756
Thread21, 0.172566, 0.028845, 0.138780, 0.189901, 0.039887, 0.127041
Thread22, 0.177634, 0.030769, 0.131206, 0.185732, 0.036091, 0.139874
Thread23, 0.173764, 0.021031, 0.165896, 0.189599, 0.038923, 0.169524
Thread24, 0.170900, 0.022918, 0.137223, 0.191860, 0.058895, 0.142276
Thread25, 0.164708, 0.025943, 0.137020, 0.175118, 0.032942, 0.141922
