Time, Iterate
0.000000, [0.076306, 0.026699, 0.026427, 0.076405]
0.034479, [0.147358, 0.052215, 0.052098, 0.147318]
0.063277, [0.212500, 0.077277, 0.077054, 0.212907]
0.088337, [0.272907, 0.101679, 0.101314, 0.273590]
0.107467, [0.328474, 0.125478, 0.124873, 0.328964]
0.123062, [0.380205, 0.148483, 0.147991, 0.380797]
0.138649, [0.427816, 0.170969, 0.170477, 0.428546]
0.154216, [0.472137, 0.192448, 0.192487, 0.472692]
0.169775, [0.512705, 0.213836, 0.213753, 0.513193]
0.185591, [0.549861, 0.234424, 0.234517, 0.550473]
0.201387, [0.584497, 0.254270, 0.254757, 0.585088]
0.217286, [0.616459, 0.273668, 0.274581, 0.617071]
0.232871, [0.646155, 0.292788, 0.293740, 0.646627]
0.248440, [0.673219, 0.311415, 0.312417, 0.673623]
0.264017, [0.698566, 0.329511, 0.330420, 0.698900]
0.279613, [0.721931, 0.347299, 0.347830, 0.722105]
0.295181, [0.743279, 0.364465, 0.364982, 0.743488]
0.310731, [0.762921, 0.381078, 0.381770, 0.763303]
0.326288, [0.781099, 0.397410, 0.398235, 0.781410]
0.341855, [0.797954, 0.413398, 0.414173, 0.798146]
0.357433, [0.813577, 0.428652, 0.429749, 0.813867]
0.372997, [0.827937, 0.443573, 0.444669, 0.828271]
0.388565, [0.841120, 0.458136, 0.459331, 0.841468]
0.404116, [0.853313, 0.472346, 0.473658, 0.853662]
0.419680, [0.864653, 0.486213, 0.487637, 0.864939]
0.435251, [0.875077, 0.499715, 0.501125, 0.875361]
0.450820, [0.884640, 0.513015, 0.514251, 0.884873]
0.466388, [0.893566, 0.525694, 0.526991, 0.893781]
0.481953, [0.901719, 0.538061, 0.539709, 0.901925]
0.497518, [0.909270, 0.550386, 0.551817, 0.909456]
0.513070, [0.916248, 0.562160, 0.563610, 0.916419]
0.528640, [0.922678, 0.573810, 0.575051, 0.922791]
0.544220, [0.928675, 0.584932, 0.586240, 0.928748]
0.559799, [0.934175, 0.595839, 0.597285, 0.934227]
0.575354, [0.939221, 0.606526, 0.607875, 0.939269]
0.590928, [0.943906, 0.616734, 0.618206, 0.943978]
0.606512, [0.948235, 0.626823, 0.628291, 0.948276]
0.622119, [0.952245, 0.636625, 0.638006, 0.952276]
0.637700, [0.955950, 0.646157, 0.647416, 0.955966]
0.653263, [0.959349, 0.655409, 0.656726, 0.959365]
0.668811, [0.962471, 0.664505, 0.665825, 0.962491]
0.684392, [0.965378, 0.673396, 0.674477, 0.965401]
0.699957, [0.968032, 0.681950, 0.683023, 0.968080]
0.715668, [0.970508, 0.690273, 0.691344, 0.970554]
0.730281, [0.972778, 0.698382, 0.699401, 0.972834]
0.738580, [0.974894, 0.706333, 0.707254, 0.974936]
0.746900, [0.976833, 0.714089, 0.714932, 0.976871]
0.755188, [0.978608, 0.721564, 0.722489, 0.978651]
0.763430, [0.980243, 0.728893, 0.729838, 0.980279]
0.768552, [0.981766, 0.736007, 0.736957, 0.981805]
