Threadname, Real, User, Sys
Main, 1.000160, 2.400000, 0.000000
Thread0, 0.816258, 0.812000, 0.000000
Thread1, 0.811742, 0.808000, 0.000000
Thread2, 0.776776, 0.772000, 0.000000
