Time, Iterate
0.000000, [0.112663, 0.039314, 0.038922, 0.113225]
0.021819, [0.213261, 0.076649, 0.076695, 0.213537]
0.042192, [0.302332, 0.112514, 0.112858, 0.303103]
0.060201, [0.380773, 0.147045, 0.147984, 0.381779]
0.080889, [0.451339, 0.180445, 0.180988, 0.452217]
0.102530, [0.513289, 0.212670, 0.213023, 0.514120]
0.124218, [0.568149, 0.243663, 0.243975, 0.568916]
0.145998, [0.616753, 0.273720, 0.273396, 0.617782]
0.167752, [0.659862, 0.302343, 0.302123, 0.660851]
0.188977, [0.698241, 0.329667, 0.329439, 0.699258]
0.208017, [0.732431, 0.355898, 0.355782, 0.733259]
0.232968, [0.762462, 0.381349, 0.381190, 0.763076]
0.257938, [0.789360, 0.405592, 0.405561, 0.789897]
0.284322, [0.813258, 0.428900, 0.428693, 0.813849]
0.310789, [0.834306, 0.451303, 0.451072, 0.834784]
0.337282, [0.852987, 0.472791, 0.472706, 0.853494]
0.363780, [0.869520, 0.493400, 0.493455, 0.870078]
0.391112, [0.884245, 0.513353, 0.513455, 0.884681]
0.415904, [0.897294, 0.532385, 0.532635, 0.897730]
0.437511, [0.908889, 0.550808, 0.550902, 0.909335]
0.459055, [0.919122, 0.568332, 0.568601, 0.919596]
0.480642, [0.928215, 0.585241, 0.585606, 0.928682]
0.502245, [0.936333, 0.601504, 0.601667, 0.936802]
0.523794, [0.943500, 0.617090, 0.617335, 0.943969]
0.545377, [0.949872, 0.632097, 0.632399, 0.950311]
0.567032, [0.955546, 0.646633, 0.646761, 0.955964]
0.588760, [0.960567, 0.660477, 0.660624, 0.960948]
0.610539, [0.965025, 0.673743, 0.673888, 0.965380]
0.632113, [0.968969, 0.686415, 0.686605, 0.969327]
0.653677, [0.972452, 0.698622, 0.698812, 0.972807]
0.675276, [0.975550, 0.710572, 0.710673, 0.975885]
0.696836, [0.978309, 0.722024, 0.721953, 0.978620]
0.718400, [0.980735, 0.732878, 0.732862, 0.981040]
0.739976, [0.982923, 0.743311, 0.743255, 0.983210]
0.759761, [0.984853, 0.753265, 0.753359, 0.985127]
0.778278, [0.986561, 0.762906, 0.762991, 0.986827]
0.800149, [0.988066, 0.772263, 0.772262, 0.988326]
0.822096, [0.989400, 0.781203, 0.781306, 0.989645]
0.843649, [0.990588, 0.789767, 0.789893, 0.990827]
0.862983, [0.991645, 0.798044, 0.798087, 0.991873]
0.876802, [0.992585, 0.805897, 0.806025, 0.992800]
0.884459, [0.993413, 0.813482, 0.813687, 0.993619]
0.892104, [0.994150, 0.820698, 0.821010, 0.994350]
0.899712, [0.994802, 0.827775, 0.828087, 0.994992]
0.907301, [0.995384, 0.834503, 0.834833, 0.995566]
0.914892, [0.995900, 0.840980, 0.841284, 0.996074]
0.922480, [0.996359, 0.847183, 0.847519, 0.996524]
0.930078, [0.996767, 0.853113, 0.853460, 0.996926]
0.937669, [0.997128, 0.858900, 0.859230, 0.997280]
0.945263, [0.997448, 0.864362, 0.864773, 0.997594]
