Threadname, Grad_Real, Grad_User, Grad_Sys, Coord_Real, Coord_User, Coord_Sys
Thread0, 2.481363, 0.764000, 1.008000, 2.435848, 0.796000, 0.976000
Thread1, 2.498572, 0.800000, 0.912000, 2.415913, 0.752000, 1.004000
Thread2, 2.535218, 0.828000, 1.044000, 2.419242, 0.704000, 0.816000
Thread3, 2.557404, 0.844000, 0.980000, 2.384526, 0.736000, 0.980000
