Threadname, Grad_Real, Grad_User, Grad_Sys, Coord_Real, Coord_User, Coord_Sys
Thread0, 3.474186, 1.680000, 2.036000, 3.561155, 1.616000, 1.828000
Thread1, 3.469373, 1.380000, 1.848000, 3.497515, 1.576000, 2.008000
